id,favorites,retweets,user_followers,date_time
670804601705242624,1886,915,8784503,2015-11-15 21:41:29
670807719151067136,1123,467,8784502,2015-11-15 21:41:29
670811965569282048,1089,260,8784504,2015-11-15 21:41:29
670815497391357952,3050,1473,8784503,2015-11-15 21:41:29
670822709593571328,585,91,8784503,2015-11-15 21:41:29
670823764196741120,742,179,8784503,2015-11-15 21:41:29
670826280409919488,5308,3885,8784503,2015-11-15 21:41:29
670832455012716544,705,208,8784504,2015-11-15 21:41:29
670833812859932673,425,117,8784504,2015-11-15 21:41:29
670838202509447168,1072,664,8784504,2015-11-15 21:41:29
670840546554966016,561,185,8784502,2015-11-15 21:41:29
670842764863651840,23747,8318,8784504,2015-11-15 21:41:29
670995969505435648,1071,280,8784504,2015-11-15 21:41:29
671109016219725825,1105,418,8784502,2015-11-15 21:41:29
671115716440031232,1317,745,8784504,2015-11-15 21:41:29
671122204919246848,3367,2405,8784502,2015-11-15 21:41:29
671134062904504320,717,184,8784504,2015-11-15 21:41:29
671138694582165504,889,382,8784504,2015-11-15 21:41:29
671141549288370177,1109,626,8784505,2015-11-15 21:41:29
671147085991960577,644,205,8784502,2015-11-15 21:41:29
671151324042559489,643,145,8784506,2015-11-15 21:41:29
671154572044468225,684,208,8784506,2015-11-15 21:41:29
671159727754231808,357,77,8784506,2015-11-15 21:41:29
671163268581498880,1589,1048,8784508,2015-11-15 21:41:29
671166507850801152,845,330,8784508,2015-11-15 21:41:29
671182547775299584,1076,322,8784508,2015-11-15 21:41:29
671186162933985280,705,201,8784506,2015-11-15 21:41:29
671347597085433856,921,412,8784506,2015-11-15 21:41:29
671355857343524864,468,114,8784506,2015-11-15 21:41:29
671357843010908160,386,147,8784506,2015-11-15 21:41:29
671362598324076544,1064,286,8784506,2015-11-15 21:41:29
671390180817915904,1388,713,8784506,2015-11-15 21:41:29
671485057807351808,728,223,8784506,2015-11-15 21:41:29
671486386088865792,559,186,8784507,2015-11-15 21:41:29
671488513339211776,965,455,8784507,2015-11-15 21:41:29
671497587707535361,885,428,8784507,2015-11-15 21:41:29
671504605491109889,6725,3407,8784507,2015-11-15 21:41:29
671511350426865664,1540,673,8784508,2015-11-15 21:41:29
671518598289059840,915,284,8784507,2015-11-15 21:41:29
671520732782923777,1341,505,8785183,2015-11-15 21:41:29
671528761649688577,815,248,8784507,2015-11-15 21:41:29
671533943490011136,985,552,8784507,2015-11-15 21:41:29
671536543010570240,1125,387,8784507,2015-11-15 21:41:29
671538301157904385,899,371,8784507,2015-11-15 21:41:29
671542985629241344,1052,539,8784507,2015-11-15 21:41:29
671544874165002241,1888,1005,8784507,2015-11-15 21:41:29
671547767500775424,1295,567,8784507,2015-11-15 21:41:29
671561002136281088,12311,6929,8784507,2015-11-15 21:41:29
671729906628341761,8196,4166,8784507,2015-11-15 21:41:29
671735591348891648,1391,726,8784507,2015-11-15 21:41:29
671743150407421952,723,227,8784507,2015-11-15 21:41:29
671744970634719232,1301,728,8784507,2015-11-15 21:41:29
671763349865160704,1612,866,8784507,2015-11-15 21:41:29
671768281401958400,1152,480,8784507,2015-11-15 21:41:29
671789708968640512,6789,3320,8784507,2015-11-15 21:41:29
671855973984772097,870,418,8784507,2015-11-15 21:41:29
671866342182637568,1080,473,8784507,2015-11-15 21:41:29
671874878652489728,1202,526,8784507,2015-11-15 21:41:29
671879137494245376,1361,637,8784507,2015-11-15 21:41:29
671882082306625538,3333,1328,8784507,2015-11-15 21:41:29
671891728106971137,1271,550,8784507,2015-11-15 21:41:29
671896809300709376,8189,4002,8784507,2015-11-15 21:41:29
672068090318987265,1248,495,8784506,2015-11-15 21:41:29
672082170312290304,907,350,8784507,2015-11-15 21:41:29
672095186491711488,966,356,8784506,2015-11-15 21:41:29
672125275208069120,2298,1094,8784505,2015-11-15 21:41:29
672139350159835138,1681,663,8784506,2015-11-15 21:41:29
672160042234327040,842,341,8784506,2015-11-15 21:41:29
672169685991993344,982,353,8784505,2015-11-15 21:41:29
672205392827572224,2181,1105,8784505,2015-11-15 21:41:29
672222792075620352,756,203,8784505,2015-11-15 21:41:29
672231046314901505,1763,963,8784505,2015-11-15 21:41:29
672239279297454080,863,309,8784505,2015-11-15 21:41:29
672245253877968896,660,147,8784505,2015-11-15 21:41:29
672248013293752320,1677,573,8784505,2015-11-15 21:41:29
672254177670729728,1383,707,8784504,2015-11-15 21:41:29
672256522047614977,2726,1471,8784504,2015-11-15 21:41:29
672264251789176834,1094,324,8784504,2015-11-15 21:41:29
672267570918129665,1441,593,8784504,2015-11-15 21:41:29
672272411274932228,6209,3221,8784504,2015-11-15 21:41:29
672466075045466113,1306,510,8784504,2015-11-15 21:41:29
672475084225949696,1393,672,8784504,2015-11-15 21:41:29
672481316919734272,693,123,8784504,2015-11-15 21:41:29
672482722825261057,1087,570,8784505,2015-11-15 21:41:29
672488522314567680,1070,416,8784505,2015-11-15 21:41:29
672523490734551040,610,161,8784505,2015-11-15 21:41:29
672538107540070400,996,349,8784505,2015-11-15 21:41:29
672591271085670400,695,177,8784505,2015-11-15 21:41:29
672591762242805761,923,323,8784505,2015-11-15 21:41:29
672594978741354496,1291,587,8784505,2015-11-15 21:41:29
672604026190569472,1073,383,8784504,2015-11-15 21:41:29
672609152938721280,1075,375,8784504,2015-11-15 21:41:29
672614745925664768,1183,555,8784504,2015-11-15 21:41:29
672622327801233409,1245,465,8784504,2015-11-15 21:41:29
672640509974827008,942,303,8784505,2015-11-15 21:41:29
672828477930868736,1214,468,8784505,2015-11-15 21:41:29
672834301050937345,1268,541,8784505,2015-11-15 21:41:29
672877615439593473,997,338,8784507,2015-11-15 21:41:29
672884426393653248,1495,808,8784504,2015-11-15 21:41:29
672898206762672129,878,405,8784508,2015-11-15 21:41:29
672902681409806336,1319,476,8784508,2015-11-15 21:41:29
672964561327235073,1372,617,8784508,2015-11-15 21:41:29
672968025906282496,1280,520,8784504,2015-11-15 21:41:29
672970152493887488,916,341,8784508,2015-11-15 21:41:29
672975131468300288,1615,866,8784504,2015-11-15 21:41:29
672980819271634944,1753,972,8784508,2015-11-15 21:41:29
672984142909456390,1214,521,8784508,2015-11-15 21:41:29
672988786805112832,953,277,8784508,2015-11-15 21:41:29
672995267319328768,914,274,8784508,2015-11-15 21:41:29
672997845381865473,1898,682,8784508,2015-11-15 21:41:29
673148804208660480,1631,603,8784505,2015-11-15 21:41:29
673213039743795200,2169,809,8784508,2015-11-15 21:41:29
673240798075449344,1370,693,8784508,2015-11-15 21:41:29
673270968295534593,1037,347,8784508,2015-11-15 21:41:29
673295268553605120,7250,3047,8784508,2015-11-15 21:41:29
673317986296586240,849,244,8784508,2015-11-15 21:41:29
673320132811366400,12971,7563,8784508,2015-11-15 21:41:29
673342308415348736,1232,551,8784508,2015-11-15 21:41:29
673343217010679808,934,258,8784508,2015-11-15 21:41:29
673345638550134785,2423,1210,8784508,2015-11-15 21:41:29
673350198937153538,726,201,8784508,2015-11-15 21:41:29
673352124999274496,1603,520,8784508,2015-11-15 21:41:29
673355879178194945,1452,554,8784508,2015-11-15 21:41:29
673359818736984064,1401,645,8784509,2015-11-15 21:41:29
673363615379013632,992,291,8784509,2015-11-15 21:41:29
673576835670777856,1339,543,8784508,2015-11-15 21:41:29
673580926094458881,805,264,8784508,2015-11-15 21:41:29
673583129559498752,1146,345,8784508,2015-11-15 21:41:29
673612854080196609,1550,690,8784508,2015-11-15 21:41:29
673636718965334016,1066,347,8784508,2015-11-15 21:41:29
673656262056419329,694,228,8784508,2015-11-15 21:41:29
673662677122719744,1213,352,8784508,2015-11-15 21:41:29
673680198160809984,1321,447,8784507,2015-11-15 21:41:29
673686845050527744,1391,415,8784507,2015-11-15 21:41:29
673688752737402881,1219,476,8784506,2015-11-15 21:41:29
673689733134946305,1679,620,8784507,2015-11-15 21:41:29
673697980713705472,3832,1895,8784507,2015-11-15 21:41:29
673700254269775872,1382,544,8784507,2015-11-15 21:41:29
673705679337693185,1214,394,8784507,2015-11-15 21:41:29
673707060090052608,1061,379,8784507,2015-11-15 21:41:29
673708611235921920,1042,275,8784507,2015-11-15 21:41:29
673709992831262724,807,262,8784507,2015-11-15 21:41:29
673711475735838725,1006,289,8784508,2015-11-15 21:41:29
673715861853720576,3428,1980,8784508,2015-11-15 21:41:29
673887867907739649,905,244,8784508,2015-11-15 21:41:29
673906403526995968,3066,1569,8784508,2015-11-15 21:41:29
673919437611909120,1131,359,8784508,2015-11-15 21:41:29
673956914389192708,1890,918,8784508,2015-11-15 21:41:29
674008982932058114,1154,339,8784509,2015-11-15 21:41:29
674014384960745472,1506,610,8784509,2015-11-15 21:41:29
674019345211760640,1088,292,8784509,2015-11-15 21:41:29
674024893172875264,1717,1179,8784509,2015-11-15 21:41:29
674036086168010753,825,202,8784509,2015-11-15 21:41:29
674038233588723717,1068,401,8784509,2015-11-15 21:41:29
674042553264685056,697,122,8784509,2015-11-15 21:41:29
674045139690631169,1361,616,8784509,2015-11-15 21:41:29
674051556661161984,1400,473,8784510,2015-11-15 21:41:29
674053186244734976,3185,1248,8784510,2015-11-15 21:41:29
674063288070742018,6177,2116,8784510,2015-11-15 21:41:29
674075285688614912,957,274,8784510,2015-11-15 21:41:29
674082852460433408,736,163,8784510,2015-11-15 21:41:29
674255168825880576,1417,525,8784510,2015-11-15 21:41:29
674262580978937856,1265,436,8784511,2015-11-15 21:41:29
674265582246694913,1591,812,8784511,2015-11-15 21:41:29
674269164442398721,884,222,8784512,2015-11-15 21:41:29
674271431610523648,1520,709,8784512,2015-11-15 21:41:29
674291837063053312,14245,5652,8784511,2015-11-15 21:41:29
674318007229923329,1364,504,8784511,2015-11-15 21:41:29
674372068062928900,824,305,8784510,2015-11-15 21:41:29
674394782723014656,1467,553,8785185,2015-11-15 21:41:29
674410619106390016,1162,446,8784509,2015-11-15 21:41:29
674416750885273600,667,133,8784509,2015-11-15 21:41:29
674422304705744896,1389,524,8784509,2015-11-15 21:41:29
674436901579923456,1077,377,8784511,2015-11-15 21:41:29
674447403907457024,1029,346,8784508,2015-11-15 21:41:29
674468880899788800,6038,1967,8784509,2015-11-15 21:41:29
674632714662858753,1457,554,8784511,2015-11-15 21:41:29
674638615994089473,1638,560,8784508,2015-11-15 21:41:29
674644256330530816,1001,260,8784509,2015-11-15 21:41:29
674646392044941312,1391,475,8784508,2015-11-15 21:41:29
674664755118911488,886,243,8784508,2015-11-15 21:41:29
674670581682434048,1563,626,8784508,2015-11-15 21:41:29
674690135443775488,1114,456,8784508,2015-11-15 21:41:29
674737130913071104,626,85,8784508,2015-11-15 21:41:29
674739953134403584,1063,375,8784511,2015-11-15 21:41:29
674743008475090944,1354,531,8784509,2015-11-15 21:41:29
674752233200820224,1424,448,8784509,2015-11-15 21:41:29
674754018082705410,1329,431,8784511,2015-11-15 21:41:29
674764817387900928,770,229,8784508,2015-11-15 21:41:29
674767892831932416,1774,756,8784507,2015-11-15 21:41:29
674774481756377088,1084,453,8784509,2015-11-15 21:41:29
674781762103414784,1944,1153,8784509,2015-11-15 21:41:29
674788554665512960,790,203,8784509,2015-11-15 21:41:29
674790488185167872,1069,242,8784509,2015-11-15 21:41:29
674793399141146624,2441,1055,8784509,2015-11-15 21:41:29
674800520222154752,2930,827,8784509,2015-11-15 21:41:29
674805413498527744,834,344,8784509,2015-11-15 21:41:29
674999807681908736,2181,1070,8784509,2015-11-15 21:41:29
675003128568291329,1519,452,8784508,2015-11-15 21:41:29
675006312288268288,956,216,8784508,2015-11-15 21:41:29
675015141583413248,2630,1150,8784508,2015-11-15 21:41:29
675047298674663426,1038,312,8784508,2015-11-15 21:41:29
675109292475830276,2720,1101,8784508,2015-11-15 21:41:29
675111688094527488,935,244,8784508,2015-11-15 21:41:29
675113801096802304,1895,762,8784508,2015-11-15 21:41:29
675135153782571009,1268,469,8784509,2015-11-15 21:41:29
675145476954566656,2079,869,8784508,2015-11-15 21:41:29
675146535592706048,1150,287,8784510,2015-11-15 21:41:29
675147105808306176,917,227,8784510,2015-11-15 21:41:29
675149409102012420,3650,1635,8784510,2015-11-15 21:41:29
675153376133427200,6083,2500,8784511,2015-11-15 21:41:29
675166823650848770,3484,1543,8784511,2015-11-15 21:41:29
675334060156301312,2691,1247,8784512,2015-11-15 21:41:29
675349384339542016,3814,2201,8784509,2015-11-15 21:41:29
675354435921575936,31669,16299,8784513,2015-11-15 21:41:29
675362609739206656,1021,225,8784509,2015-11-15 21:41:29
675372240448454658,1646,501,8784513,2015-11-15 21:41:29
675432746517426176,1481,552,8784513,2015-11-15 21:41:29
675483430902214656,1797,953,8784513,2015-11-15 21:41:29
675489971617296384,1264,579,8784513,2015-11-15 21:41:29
675497103322386432,3059,1255,8784513,2015-11-15 21:41:29
675501075957489664,16727,5672,8784513,2015-11-15 21:41:29
675517828909424640,1259,451,8784514,2015-11-15 21:41:29
