id,favorites,retweets,user_followers,date_time
666020888022790149,2412,462,8784472,2015-11-15 21:41:29
666029285002620928,121,42,8784472,2015-11-15 21:41:29
666033412701032449,112,41,8784472,2015-11-15 21:41:29
666044226329800704,271,132,8784471,2015-11-15 21:41:29
666049248165822465,96,39,8784471,2015-11-15 21:41:29
666050758794694657,125,51,8784472,2015-11-15 21:41:29
666051853826850816,1126,776,8784471,2015-11-15 21:41:29
666055525042405380,409,220,8784472,2015-11-15 21:41:29
666057090499244032,268,126,8784472,2015-11-15 21:41:29
666058600524156928,105,54,8784472,2015-11-15 21:41:29
666063827256086533,448,197,8784472,2015-11-15 21:41:29
666071193221509120,136,53,8784472,2015-11-15 21:41:29
666073100786774016,297,146,8784472,2015-11-15 21:41:29
666082916733198337,103,41,8784472,2015-11-15 21:41:29
666094000022159362,154,67,8784472,2015-11-15 21:41:29
666099513787052032,143,60,8784472,2015-11-15 21:41:29
666102155909144576,70,11,8784472,2015-11-15 21:41:29
666104133288665088,13633,5985,8785148,2015-11-15 21:41:29
666268910803644416,96,32,8784471,2015-11-15 21:41:29
666273097616637952,161,71,8784473,2015-11-15 21:41:29
666287406224695296,136,62,8784473,2015-11-15 21:41:29
666293911632134144,467,319,8784473,2015-11-15 21:41:29
666337882303524864,181,83,8784474,2015-11-15 21:41:29
666345417576210432,274,128,8784471,2015-11-15 21:41:29
666353288456101888,198,66,8784476,2015-11-15 21:41:29
666362758909284353,727,519,8784476,2015-11-15 21:41:29
666373753744588802,173,83,8784476,2015-11-15 21:41:29
666396247373291520,158,75,8784476,2015-11-15 21:41:29
666407126856765440,100,32,8784476,2015-11-15 21:41:29
666411507551481857,414,298,8784476,2015-11-15 21:41:29
666418789513326592,114,42,8784476,2015-11-15 21:41:29
666421158376562688,301,105,8784476,2015-11-15 21:41:29
666428276349472768,156,77,8784475,2015-11-15 21:41:29
666430724426358785,299,177,8784475,2015-11-15 21:41:29
666435652385423360,159,47,8784475,2015-11-15 21:41:29
666437273139982337,116,42,8784475,2015-11-15 21:41:29
666447344410484738,98,18,8784475,2015-11-15 21:41:29
666454714377183233,489,199,8784475,2015-11-15 21:41:29
666644823164719104,221,76,8784475,2015-11-15 21:41:29
666649482315059201,1060,582,8784475,2015-11-15 21:41:29
666691418707132416,176,45,8784475,2015-11-15 21:41:29
666701168228331520,408,206,8785151,2015-11-15 21:41:29
666739327293083650,223,62,8784477,2015-11-15 21:41:29
666776908487630848,331,161,8784477,2015-11-15 21:41:29
666781792255496192,366,179,8784478,2015-11-15 21:41:29
666786068205871104,718,457,8784478,2015-11-15 21:41:29
666804364988780544,221,85,8784478,2015-11-15 21:41:29
666817836334096384,490,236,8784478,2015-11-15 21:41:29
666826780179869698,242,88,8784478,2015-11-15 21:41:29
666835007768551424,200,77,8784478,2015-11-15 21:41:29
666837028449972224,767,522,8784478,2015-11-15 21:41:29
666983947667116034,2425,929,8784478,2015-11-15 21:41:29
666996132027977728,231,84,8784478,2015-11-15 21:41:29
667012601033924608,429,211,8784478,2015-11-15 21:41:29
667044094246576128,175,46,8784478,2015-11-15 21:41:29
667062181243039745,210,49,8784479,2015-11-15 21:41:29
667065535570550784,161,42,8784479,2015-11-15 21:41:29
667073648344346624,379,112,8784480,2015-11-15 21:41:29
667090893657276420,317,118,8784480,2015-11-15 21:41:29
667119796878725120,318,123,8784481,2015-11-15 21:41:29
667138269671505920,4366,2071,8784481,2015-11-15 21:41:29
667152164079423490,45552,16055,8784482,2015-11-15 21:41:29
667160273090932737,247,60,8784482,2015-11-15 21:41:29
667165590075940865,2567,1071,8784482,2015-11-15 21:41:29
667171260800061440,210,79,8784482,2015-11-15 21:41:29
667174963120574464,233,74,8784482,2015-11-15 21:41:29
667176164155375616,582,434,8784482,2015-11-15 21:41:29
667177989038297088,183,51,8784482,2015-11-15 21:41:29
667182792070062081,13657,5852,8784482,2015-11-15 21:41:29
667188689915760640,712,379,8784482,2015-11-15 21:41:29
667192066997374976,367,93,8784482,2015-11-15 21:41:29
667200525029539841,586,248,8784483,2015-11-15 21:41:29
667211855547486208,464,227,8784483,2015-11-15 21:41:29
667369227918143488,350,153,8784483,2015-11-15 21:41:29
667393430834667520,186,52,8784484,2015-11-15 21:41:29
667405339315146752,448,213,8784484,2015-11-15 21:41:29
667435689202614272,296,82,8784483,2015-11-15 21:41:29
667437278097252352,431,225,8784483,2015-11-15 21:41:29
667443425659232256,748,546,8784483,2015-11-15 21:41:29
667453023279554560,297,84,8784483,2015-11-15 21:41:29
667455448082227200,183,56,8784483,2015-11-15 21:41:29
667470559035432960,244,90,8784483,2015-11-15 21:41:29
667491009379606528,507,212,8784483,2015-11-15 21:41:29
667495797102141441,500,253,8784484,2015-11-15 21:41:29
667502640335572993,518,212,8784484,2015-11-15 21:41:29
667509364010450944,6505,2021,8784484,2015-11-15 21:41:29
667517642048163840,352,181,8784483,2015-11-15 21:41:29
667524857454854144,1623,1063,8784484,2015-11-15 21:41:29
667530908589760512,448,225,8784484,2015-11-15 21:41:29
667534815156183040,784,498,8784483,2015-11-15 21:41:29
667538891197542400,197,62,8784484,2015-11-15 21:41:29
667544320556335104,825,499,8784484,2015-11-15 21:41:29
667546741521195010,326,116,8784483,2015-11-15 21:41:29
667549055577362432,5522,2149,8784483,2015-11-15 21:41:29
667550882905632768,0,32,8784484,2015-11-15 21:41:29
667550904950915073,0,33,8784483,2015-11-15 21:41:29
667724302356258817,461,305,8784483,2015-11-15 21:41:29
667728196545200128,365,143,8784484,2015-11-15 21:41:29
667766675769573376,421,204,8785160,2015-11-15 21:41:29
667773195014021121,225,52,8784483,2015-11-15 21:41:29
667782464991965184,397,235,8784484,2015-11-15 21:41:29
667793409583771648,675,313,8784484,2015-11-15 21:41:29
667801013445750784,316,93,8784484,2015-11-15 21:41:29
667806454573760512,1014,469,8784483,2015-11-15 21:41:29
667832474953625600,284,60,8784484,2015-11-15 21:41:29
667861340749471744,234,74,8784484,2015-11-15 21:41:29
667866724293877760,2905,983,8784484,2015-11-15 21:41:29
667873844930215936,603,384,8784484,2015-11-15 21:41:29
667878741721415682,379,113,8784484,2015-11-15 21:41:29
667885044254572545,787,449,8784484,2015-11-15 21:41:29
667886921285246976,1797,1028,8784484,2015-11-15 21:41:29
667902449697558528,823,360,8784484,2015-11-15 21:41:29
667911425562669056,474,282,8784484,2015-11-15 21:41:29
667915453470232577,200,53,8784484,2015-11-15 21:41:29
667924896115245057,285,108,8784484,2015-11-15 21:41:29
667937095915278337,1205,757,8784484,2015-11-15 21:41:29
668113020489474048,647,224,8784485,2015-11-15 21:41:29
668142349051129856,554,269,8784485,2015-11-15 21:41:29
668154635664932864,479,295,8784485,2015-11-15 21:41:29
668171859951755264,466,184,8784485,2015-11-15 21:41:29
668190681446379520,624,191,8784485,2015-11-15 21:41:29
668204964695683073,536,186,8784485,2015-11-15 21:41:29
668221241640230912,497,187,8784485,2015-11-15 21:41:29
668226093875376128,288,97,8784485,2015-11-15 21:41:29
668237644992782336,5946,2711,8784485,2015-11-15 21:41:29
668248472370458624,935,460,8784485,2015-11-15 21:41:29
668256321989451776,1241,573,8784485,2015-11-15 21:41:29
668268907921326080,534,222,8784485,2015-11-15 21:41:29
668274247790391296,790,223,8784485,2015-11-15 21:41:29
668286279830867968,483,130,8784485,2015-11-15 21:41:29
668291999406125056,234,29,8784485,2015-11-15 21:41:29
668297328638447616,602,284,8784484,2015-11-15 21:41:29
668466899341221888,856,489,8784484,2015-11-15 21:41:29
668480044826800133,439,141,8784484,2015-11-15 21:41:29
668484198282485761,413,224,8784485,2015-11-15 21:41:29
668496999348633600,393,126,8784485,2015-11-15 21:41:29
668507509523615744,311,101,8784485,2015-11-15 21:41:29
668528771708952576,446,213,8784485,2015-11-15 21:41:29
668537837512433665,245,67,8784484,2015-11-15 21:41:29
668542336805281792,436,203,8784484,2015-11-15 21:41:29
668544745690562560,494,215,8784485,2015-11-15 21:41:29
668567822092664832,233,50,8784485,2015-11-15 21:41:29
668614819948453888,593,304,8784485,2015-11-15 21:41:29
668620235289837568,191,38,8784485,2015-11-15 21:41:29
668623201287675904,1370,722,8784485,2015-11-15 21:41:29
668625577880875008,368,122,8784483,2015-11-15 21:41:29
668627278264475648,304,109,8784483,2015-11-15 21:41:29
668631377374486528,681,302,8784485,2015-11-15 21:41:29
668633411083464705,2695,1540,8784485,2015-11-15 21:41:29
668636665813057536,1002,469,8784484,2015-11-15 21:41:29
668641109086707712,1030,520,8784485,2015-11-15 21:41:29
668643542311546881,842,507,8784485,2015-11-15 21:41:29
668645506898350081,846,508,8784485,2015-11-15 21:41:29
668655139528511488,505,210,8784485,2015-11-15 21:41:29
668779399630725120,681,351,8784486,2015-11-15 21:41:29
668815180734689280,540,252,8784485,2015-11-15 21:41:29
668826086256599040,421,128,8784485,2015-11-15 21:41:29
668852170888998912,436,153,8784488,2015-11-15 21:41:29
668872652652679168,510,289,8784488,2015-11-15 21:41:29
668892474547511297,385,143,8784488,2015-11-15 21:41:29
668902994700836864,308,97,8784489,2015-11-15 21:41:29
668932921458302977,252,55,8784489,2015-11-15 21:41:29
668955713004314625,266,67,8784489,2015-11-15 21:41:29
668960084974809088,680,231,8784489,2015-11-15 21:41:29
668975677807423489,1250,555,8784489,2015-11-15 21:41:29
668979806671884288,770,333,8784489,2015-11-15 21:41:29
668981893510119424,519,288,8785165,2015-11-15 21:41:29
668986018524233728,533,156,8784490,2015-11-15 21:41:29
668988183816871936,872,441,8784490,2015-11-15 21:41:29
668989615043424256,651,315,8784490,2015-11-15 21:41:29
668992363537309700,721,324,8784490,2015-11-15 21:41:29
668994913074286592,424,217,8784491,2015-11-15 21:41:29
669000397445533696,20120,6093,8784491,2015-11-15 21:41:29
669006782128353280,558,237,8784491,2015-11-15 21:41:29
669015743032369152,716,357,8784493,2015-11-15 21:41:29
669037058363662336,628,298,8784493,2015-11-15 21:41:29
669203728096960512,973,451,8784493,2015-11-15 21:41:29
669214165781868544,424,152,8784493,2015-11-15 21:41:29
669216679721873412,1146,389,8784493,2015-11-15 21:41:29
669324657376567296,484,198,8784493,2015-11-15 21:41:29
669327207240699904,555,114,8784491,2015-11-15 21:41:29
669328503091937280,979,399,8784494,2015-11-15 21:41:29
669351434509529089,417,171,8784494,2015-11-15 21:41:29
669353438988365824,605,248,8784491,2015-11-15 21:41:29
669354382627049472,2596,1226,8784494,2015-11-15 21:41:29
669359674819481600,357,114,8784494,2015-11-15 21:41:29
669363888236994561,600,216,8784494,2015-11-15 21:41:29
669367896104181761,443,143,8784494,2015-11-15 21:41:29
669371483794317312,478,171,8784494,2015-11-15 21:41:29
669375718304980992,1277,696,8784494,2015-11-15 21:41:29
669393256313184256,347,71,8784491,2015-11-15 21:41:29
669564461267722241,373,117,8784493,2015-11-15 21:41:29
669567591774625800,227,53,8784493,2015-11-15 21:41:29
669571471778410496,1534,974,8784493,2015-11-15 21:41:29
669573570759163904,422,132,8784493,2015-11-15 21:41:29
669583744538451968,1438,884,8784493,2015-11-15 21:41:29
669597912108789760,496,142,8784491,2015-11-15 21:41:29
669603084620980224,916,345,8784493,2015-11-15 21:41:29
669625907762618368,3397,1728,8784493,2015-11-15 21:41:29
669661792646373376,781,412,8784493,2015-11-15 21:41:29
669680153564442624,646,269,8784493,2015-11-15 21:41:29
669682095984410625,343,129,8784493,2015-11-15 21:41:29
669683899023405056,374,103,8784491,2015-11-15 21:41:29
669749430875258880,253,63,8784493,2015-11-15 21:41:29
669753178989142016,778,377,8784493,2015-11-15 21:41:29
669923323644657664,226,53,8784493,2015-11-15 21:41:29
669926384437997569,363,94,8784494,2015-11-15 21:41:29
669942763794931712,487,152,8784494,2015-11-15 21:41:29
669970042633789440,292,55,8784494,2015-11-15 21:41:29
669972011175813120,426,149,8784496,2015-11-15 21:41:29
669993076832759809,313,80,8784496,2015-11-15 21:41:29
670003130994700288,318,87,8784495,2015-11-15 21:41:29
670037189829525505,572,260,8784495,2015-11-15 21:41:29
670040295598354432,725,105,8784495,2015-11-15 21:41:29
670046952931721218,622,163,8784495,2015-11-15 21:41:29
670055038660800512,644,315,8784495,2015-11-15 21:41:29
670061506722140161,736,318,8784495,2015-11-15 21:41:29
670069087419133954,599,225,8784496,2015-11-15 21:41:29
670073503555706880,1506,753,8784496,2015-11-15 21:41:29
670079681849372674,2134,1169,8784496,2015-11-15 21:41:29
670086499208155136,674,244,8784495,2015-11-15 21:41:29
670093938074779648,987,316,8784496,2015-11-15 21:41:29
670290420111441920,675,270,8784496,2015-11-15 21:41:29
670303360680108032,416,125,8784496,2015-11-15 21:41:29
670319130621435904,3737,1162,8784496,2015-11-15 21:41:29
670338931251150849,411,102,8784496,2015-11-15 21:41:29
670361874861563904,319,62,8784496,2015-11-15 21:41:29
670374371102445568,721,259,8784495,2015-11-15 21:41:29
670385711116361728,544,194,8784496,2015-11-15 21:41:29
670403879788544000,410,144,8784495,2015-11-15 21:41:29
670408998013820928,536,209,8784496,2015-11-15 21:41:29
670411370698022913,1948,848,8784496,2015-11-15 21:41:29
670417414769758208,550,306,8784496,2015-11-15 21:41:29
670420569653809152,601,302,8784497,2015-11-15 21:41:29
670421925039075328,1259,603,8784497,2015-11-15 21:41:29
670427002554466305,505,152,8784497,2015-11-15 21:41:29
670428280563085312,1330,592,8784497,2015-11-15 21:41:29
670433248821026816,319,107,8784498,2015-11-15 21:41:29
670434127938719744,1353,619,8784498,2015-11-15 21:41:29
670435821946826752,1017,491,8784498,2015-11-15 21:41:29
670442337873600512,627,190,8784499,2015-11-15 21:41:29
670444955656130560,6470,1896,8784499,2015-11-15 21:41:29
670449342516494336,1155,623,8784499,2015-11-15 21:41:29
670452855871037440,529,194,8784499,2015-11-15 21:41:29
670465786746662913,935,520,8784499,2015-11-15 21:41:29
670468609693655041,345,83,8784499,2015-11-15 21:41:29
670474236058800128,1456,709,8784499,2015-11-15 21:41:29
670668383499735048,10270,4792,8784499,2015-11-15 21:41:29
670676092097810432,238,40,8784500,2015-11-15 21:41:29
670679630144274432,726,270,8784501,2015-11-15 21:41:29
670691627984359425,570,231,8784501,2015-11-15 21:41:29
670704688707301377,748,356,8784501,2015-11-15 21:41:29
670717338665226240,1153,461,8784501,2015-11-15 21:41:29
670727704916926465,799,342,8784501,2015-11-15 21:41:29
670733412878163972,923,493,8784502,2015-11-15 21:41:29
670755717859713024,425,104,8784502,2015-11-15 21:41:29
670764103623966721,1037,401,8784502,2015-11-15 21:41:29
670778058496974848,319,70,8784502,2015-11-15 21:41:29
670780561024270336,761,277,8784502,2015-11-15 21:41:29
670782429121134593,1491,734,8784502,2015-11-15 21:41:29
670783437142401025,798,368,8784502,2015-11-15 21:41:29
670786190031921152,578,193,8784502,2015-11-15 21:41:29
670789397210615808,637,224,8784502,2015-11-15 21:41:29
670792680469889025,795,262,8784503,2015-11-15 21:41:29
670797304698376195,710,227,8784503,2015-11-15 21:41:29
670803562457407488,331,84,8784503,2015-11-15 21:41:29
